,date,title,link
0,2022年7月27日,インド太平洋経済枠組み（IPEF）閣僚級会合が開催されました,https://www.meti.go.jp//press/2022/07/20220727005/20220727005.html
1,2022年7月25日,萩生田経済産業大臣がエマニュエル駐日米国大使の表敬を受けました,https://www.meti.go.jp//press/2022/07/20220725005/20220725005.html
2,2022年7月25日,萩生田経済産業大臣がインドネシア・アイルランガ経済担当調整大臣及びアグス工業大臣と会談しました,https://www.meti.go.jp//press/2022/07/20220725004/20220725004.html
3,2022年7月22日,第1回「日ASEAN経済共創ビジョン策定のための検討委員会」を開催しました,https://www.meti.go.jp//press/2022/07/20220722002/20220722002.html
4,2022年7月21日,萩生田経済産業大臣がサプライチェーン閣僚会合に出席しました,https://www.meti.go.jp//press/2022/07/20220721004/20220721004.html
5,2022年7月15日,萩生田経済産業大臣がタイ・アネーク高等教育・科学・研究・イノベーション大臣と会談を行いました,https://www.meti.go.jp//press/2022/07/20220715002/20220715002.html
6,2022年7月15日,インド工科大学ハイデラバード校における企業説明会「JAPAN DAY 2022」を開催します,https://www.meti.go.jp//press/2022/07/20220715004/20220715004.html
7,2022年7月7日,萩生田経済産業大臣がカナダ・シャンパーニュ革新・科学・産業大臣と会談を行いました,https://www.meti.go.jp//press/2022/07/20220707001/20220707001.html
8,2022年7月5日,ウクライナ情勢に関する外国為替及び外国貿易法に基づく措置を実施します,https://www.meti.go.jp//press/2022/07/20220705005/20220705005.html
9,2022年7月5日,「EPA活用推進会議」を新たに設置します,https://www.meti.go.jp//press/2022/07/20220705004/20220705004.html
10,2022年6月30日,インド高速鉄道に関する第14回合同委員会が開催されました,https://www.meti.go.jp//press/2022/06/20220630003/20220630003.html
11,2022年6月29日,細田経済産業副大臣がインドネシア・アグス工業大臣と会談しました,https://www.meti.go.jp//press/2022/06/20220629001/20220629001.html
12,2022年6月28日,「令和４年版通商白書」を取りまとめました,https://www.meti.go.jp//press/2022/06/20220628004/20220628004.html
13,2022年6月27日,不公正貿易報告書、経済産業省の取組方針及びWTO上級委員会の機能停止下の政策対応研究会・中間報告書を取りまとめました,https://www.meti.go.jp//press/2022/06/20220627001/20220627001.html
14,2022年6月23日,TICAD8プレビューイベント「アフリカビジネスの新潮流～多様なアプローチと成功の鍵～」を開催しました,https://www.meti.go.jp//press/2022/06/20220623008/20220623008.html
15,2022年6月23日,岩田経済産業大臣政務官がアゼルバイジャン・アミルバヨフ第一副大統領補佐官の表敬を受けました,https://www.meti.go.jp//press/2022/06/20220623006/20220623006.html
16,2022年6月23日,「第13回クリティカルマテリアル・ミネラル会合」を開催しました,https://www.meti.go.jp//press/2022/06/20220623003/20220623003.html
17,2022年6月17日,細田経済産業副大臣がスイス連邦へ出張しました（第12回WTO閣僚会議）,https://www.meti.go.jp//press/2022/06/20220617004/20220617004.html
18,2022年6月17日,「最低税率課税制度及び外国子会社合算税制のあり方に関する研究会」を設置します,https://www.meti.go.jp//press/2022/06/20220617001/20220617001.html
19,2022年6月14日,「貿易保険法施行令の一部を改正する政令」及び「貿易保険法の一部を改正する法律の施行期日を定める政令」が閣議決定されました,https://www.meti.go.jp//press/2022/06/20220614001/20220614001.html
20,2022年6月13日,インド太平洋経済枠組み(IPEF)の貿易分野に関する非公式閣僚級会合が開催されました,https://www.meti.go.jp//press/2022/06/20220613005/20220613005.html
21,2022年6月13日,WTO電子商取引交渉の共同議長国閣僚声明を発表しました,https://www.meti.go.jp//press/2022/06/20220612001/20220612001.html
22,2022年6月13日,広瀬経済産業審議官が2022年OECD閣僚理事会に参加しました,https://www.meti.go.jp//press/2022/06/20220613003/20220613003.html
23,2022年6月10日,ウクライナ情勢に関する外国為替及び外国貿易法に基づく措置を実施します（輸出貿易管理令の一部を改正）,https://www.meti.go.jp//press/2022/06/20220610004/20220610004.html
24,2022年6月8日,TICAD8プレビューイベント「アフリカビジネスの新潮流　～多様なアプローチ手法と成功の鍵～」,https://www.meti.go.jp//press/2022/06/20220608003/20220608003.html
25,2022年6月7日,ウクライナ情勢に関する外国為替及び外国貿易法に基づく措置を実施します,https://www.meti.go.jp//press/2022/06/20220607005/20220607005.html
26,2022年6月2日,萩生田経済産業大臣はサリバン米国上院議員の表敬を受けました,https://www.meti.go.jp//press/2022/06/20220602004/20220602004.html
27,2022年6月2日,デジタル時代のグローバルサプライチェーン高度化研究会（第1回）を開催しました,https://www.meti.go.jp//press/2022/06/20220602003/20220602003.html
28,2022年6月1日,細田副大臣と英国グリムストーン閣外大臣（投資担当）が会談を行いました,https://www.meti.go.jp//press/2022/06/20220601003/20220601003.html
29,2022年5月30日,細田副大臣がG７気候・エネルギー・環境大臣会合に出席しました,https://www.meti.go.jp//press/2022/05/20220530005/20220530005.html
30,2022年5月30日,「日ASEAN経済共創ビジョン策定プロジェクト」を立ち上げます,https://www.meti.go.jp//press/2022/05/20220530004/20220530004.html
31,2022年5月30日,岩田経済産業大臣政務官が第54回日韓経済人会議に出席しました,https://www.meti.go.jp//press/2022/05/20220530003/20220530003.html
32,2022年5月27日,J-Bridge米国デジタル分野ローンチウェビナーを開催します,https://www.meti.go.jp//press/2022/05/20220527008/20220527008.html
33,2022年5月27日,萩生田経済産業大臣がベトナムのファム・ビン・ミン筆頭副首相と会談を行いました,https://www.meti.go.jp//press/2022/05/20220527005/20220527005.html
34,2022年5月27日,経済産業省とシンガポール貿易産業省との間で官民対話を立ち上げました,https://www.meti.go.jp//press/2022/05/20220526001/20220526001.html
35,2022年5月25日,萩生田経済産業大臣がシンガポールのタン・シーレン第二貿易産業大臣兼人材開発大臣と会談を行いました,https://www.meti.go.jp//press/2022/05/20220525003/20220525003.html
36,2022年5月24日,萩生田経済産業大臣がマレーシア・アズミン上級大臣兼国際貿易産業大臣と会談しました,https://www.meti.go.jp//press/2022/05/20220524003/20220524003.html
37,2022年5月23日,「インド太平洋経済枠組み」の立上げについて,https://www.meti.go.jp//press/2022/05/20220523003/20220523003.html
38,2022年5月23日,萩生田経済産業大臣がレモンド米国商務長官と会談を行いました,https://www.meti.go.jp//press/2022/05/20220523002/20220523002.html
39,2022年5月23日,ロシアによるウクライナ侵略を非難する共同プレスリリースを発出しました,https://www.meti.go.jp//press/2022/05/20220522002/20220522002.html
40,2022年5月22日,萩生田経済産業大臣がAPEC貿易担当大臣会合に出席しました,https://www.meti.go.jp//press/2022/05/20220522001/20220522001.html
41,2022年5月20日,萩生田経済産業大臣とドイツ連邦共和国ハベック経済・気候保護大臣がTV会談を行いました,https://www.meti.go.jp//press/2022/05/20220519002/20220519002.html
42,2022年5月18日,日・インドネシア官民経済対話（トラック1.5）が開催されました,https://www.meti.go.jp//press/2022/05/20220518002/20220518002.html
43,2022年5月17日,「日ASEANビジネスウィーク2022～toward Innovative and Sustainable Growth～」を開催します,https://www.meti.go.jp//press/2022/05/20220517003/20220517004.html
44,2022年5月16日,萩生田経済産業大臣とスキンナリ・フィンランド開発協力・外国貿易大臣が会談を行いました,https://www.meti.go.jp//press/2022/05/20220516006/20220516006.html
45,2022年5月13日,萩生田経済産業大臣がスヴィリデンコ・ウクライナ第一副首相兼経済発展・貿易大臣とＴＶ会談を行いました。,https://www.meti.go.jp//press/2022/05/20220512006/20220512006.html
46,2022年5月13日,ウクライナ情勢に関する外国為替及び外国貿易法に基づく措置を実施します（輸出貿易管理令の一部を改正）,https://www.meti.go.jp//press/2022/05/20220513002/20220513002.html
47,2022年5月12日,日EUデジタルパートナーシップが立ち上げられました,https://www.meti.go.jp//press/2022/05/20220512005/20220512005.html
48,2022年5月12日,インド・タミルナードゥ州において日本工業団地（JITs）に係る経済協力会合を開催しました,https://www.meti.go.jp//press/2022/05/20220512003/20220512003.html
49,2022年5月10日,ウクライナ情勢に関する外国為替及び外国貿易法に基づく措置を実施します,https://www.meti.go.jp//press/2022/05/20220510003/20220510003.html
50,2022年5月7日,日米経済政策協議委員会（経済版「2＋2」）次官級協議を開催しました,https://www.meti.go.jp//press/2022/05/20220507001/20220507001.html
51,2022年5月6日,細田経済産業副大臣がケニア共和国へ出張しました（第2回日アフリカ官民経済フォーラム全体会合）,https://www.meti.go.jp//press/2022/05/20220506003/20220506003.html
52,2022年5月6日,萩生田経済産業大臣が米国に出張しました,https://www.meti.go.jp//press/2022/05/20220506002/20220506002.html
53,2022年4月28日,中華人民共和国産及び大韓民国産溶融亜鉛めっき鉄線に対する不当廉売関税の課税に関する調査において調査対象貨物の変更及び調査期間の延長を行います,https://www.meti.go.jp//press/2022/04/20220428005/20220428005.html
54,2022年4月27日,第１回地域的な包括的経済連携(RCEP)合同委員会が開催されました,https://www.meti.go.jp//press/2022/04/20220427008/20220427008.html
55,2022年4月26日,岩田経済産業政務官がタジキスタン・シェラリゾダ外務副大臣の表敬を受けました,https://www.meti.go.jp//press/2022/04/20220426007/20220426007.html
56,2022年4月26日,細田経済産業副大臣がモルドバ共和国ソコラン駐日大使の表敬訪問を受けました,https://www.meti.go.jp//press/2022/04/20220426004/20220426004.html
57,2022年4月26日,萩生田経済産業大臣はシュワブ世界経済フォーラム会長の表敬を受けました,https://www.meti.go.jp//press/2022/04/20220426002/20220426002.html
58,2022年4月25日,萩生田経済産業大臣は韓国の政策協議代表団による表敬を受けました,https://www.meti.go.jp//press/2022/04/20220425002/20220425002.html
59,2022年4月22日,第2回日アフリカ官民経済フォーラム全体会合を開催します,https://www.meti.go.jp//press/2022/04/20220422001/20220422001.html
60,2022年4月22日,萩生田経済産業大臣がウズベキスタン・ウムルザーコフ副首相兼投資・対外貿易大臣と会談しました,https://www.meti.go.jp//press/2022/04/20220422002/20220422002.html
61,2022年4月21日,萩生田経済産業大臣がタイ・スパッタナポン副首相兼エネルギー大臣と会談を行いました,https://www.meti.go.jp//press/2022/04/20220421005/20220421005.html
62,2022年4月21日,インドにおける「日本式ものづくり学校 (JIM)」を認定しました,https://www.meti.go.jp//press/2022/04/20220421004/20220421004.html
63,2022年4月21日,萩生田経済産業大臣がニュージーランド・オコナー貿易・輸出振興大臣と会談を行いました,https://www.meti.go.jp//press/2022/04/20220421003/20220421003.html
64,2022年4月18日,ASEANにおけるアジアDX促進事業（第3次公募）の公募予定について,https://www.meti.go.jp//press/2022/04/20220418002/20220418002.html
65,2022年4月13日,萩生田経済産業大臣はハガティ米国連邦上院議員一行（3名）による表敬を受けました,https://www.meti.go.jp//press/2022/04/20220413003/20220413003.html
66,2022年4月12日,ウクライナ情勢に関する外国為替及び外国貿易法に基づく措置を実施します（ロシアからの一部物品の輸入禁止措置）,https://www.meti.go.jp//press/2022/04/20220412002/20220412002.html
67,2022年4月12日,石井経済産業副大臣がイェニス・アフ・ラナ・デンマーク王国フェロー諸島自治政府外務大臣と会談を行いました,https://www.meti.go.jp//press/2022/04/20220412004/20220412004.html
68,2022年4月8日,日米商務・産業パートナーシップ（Japan-U.S. Commercial and Industrial Partnership、JUCIP）次官級会合を行いました,https://www.meti.go.jp//press/2022/04/20220408007/20220408007.html
69,2022年4月8日,防衛装備の海外移転の許可の状況に関する年次報告書を取りまとめました,https://www.meti.go.jp//press/2022/04/20220408004/20220408004.html
70,2022年3月29日,ウクライナ情勢に関する外国為替及び外国貿易法に基づく措置を実施します（輸出貿易管理令の一部を改正）,https://www.meti.go.jp//press/2021/03/20220329007/20220329007.html
71,2022年3月25日,ウクライナ情勢に関する外国為替及び外国貿易法に基づく措置を実施します,https://www.meti.go.jp//press/2021/03/20220325005/20220325005.html
72,2022年3月25日,萩生田経済産業大臣は、アブドルアジーズ・サウジアラビア・エネルギー大臣とTV会談を行いました,https://www.meti.go.jp//press/2021/03/20220325004/20220325004.html
73,2022年3月23日,萩生田経済産業大臣がG7貿易大臣会合に出席しました,https://www.meti.go.jp//press/2021/03/20220323005/20220323005.html
74,2022年3月22日,石井経済産業副大臣がウズベキスタン共和国アブドゥラフモノフ駐日大使の表敬を受けました,https://www.meti.go.jp//press/2021/03/20220322009/20220322009.html
75,2022年3月17日,令和3年度「中堅・中小企業輸出ビジネスモデル調査・実証事業費 補助金（一般・フードテック）」案件報告会のウェビナーを開催します,https://www.meti.go.jp//press/2021/03/20220317001/20220317001.html
76,2022年3月16日,デンマーク王国政府との間で「洋上風力発電及び変動性再生可能エネルギーの統合に関する協力覚書」（MoC）に署名しました,https://www.meti.go.jp//press/2021/03/20220316003/20220316003.html
77,2022年3月15日,萩生田経済産業大臣が日豪印貿易大臣会合（サプライチェーン強靭化イニシアティブ）に出席しました,https://www.meti.go.jp//press/2021/03/20220315008/20220315008.html
78,2022年3月15日,ウクライナ情勢に関する外国為替及び外国貿易法に基づく措置を実施します（措置の対象となる貨物及び役務取引等について）,https://www.meti.go.jp//press/2021/03/20220315007/20220315007.html
79,2022年3月15日,ウクライナ情勢に関する外国為替及び外国貿易法に基づく措置を実施します（資産凍結等）,https://www.meti.go.jp//press/2021/03/20220315005/20220315005.html
80,2022年3月11日,ウクライナ情勢に関する外国為替及び外国貿易法に基づく措置を実施します（輸出貿易管理令の一部を改正）,https://www.meti.go.jp//press/2021/03/20220311002/20220311002.html
81,2022年3月11日,ウクライナ情勢に関する外国為替及び外国貿易法に基づく措置を実施します（資産凍結等）,https://www.meti.go.jp//press/2021/03/20220311001/20220311001.html
82,2022年3月10日,外国ユーザーリストを改正しました,https://www.meti.go.jp//press/2021/03/20220310004/20220310004.html
83,2022年3月8日,防弾チョッキのウクライナへの移転に係る審議について,https://www.meti.go.jp//press/2021/03/20220308004/20220308004.html
84,2022年3月8日,ウクライナ情勢に関する外国為替及び外国貿易法に基づく措置を実施します,https://www.meti.go.jp//press/2021/03/20220308002/20220308002.html
85,2022年3月3日,ウクライナ情勢に関する外国為替及び外国貿易法に基づく措置を実施します,https://www.meti.go.jp//press/2021/03/20220303005/20220303005.html
86,2022年3月3日,細田経済産業副大臣がトルクメニスタン・エリャソフ駐日大使の表敬を受けました,https://www.meti.go.jp//press/2021/03/20220304003/20220304003.html
87,2022年3月1日,日米通商協力枠組み第1回会合を開催しました,https://www.meti.go.jp//press/2021/03/20220301006/20220301006.html
88,2022年3月1日,ウクライナ情勢に関する外国為替及び外国貿易法に基づく措置を実施します,https://www.meti.go.jp//press/2021/03/20220301005/20220301005.html
89,2022年3月1日,日本インドデジタル大動脈シンポジウムが開催されました,https://www.meti.go.jp//press/2021/03/20220301001/20220301001.html
90,2022年2月28日,インド政府と「日本工業団地」のプログレスレポートを交換しました,https://www.meti.go.jp//press/2021/02/20220228004/20220228004.html
91,2022年2月28日,中堅・中小企業の海外輸出にあたっての脱炭素化・グリーン化の動向に関わるオンラインセミナーを開催します,https://www.meti.go.jp//press/2021/02/20220228001/20220228001.html
92,2022年2月26日,ウクライナ情勢に関する外国為替及び外国貿易法に基づく措置を実施します,https://www.meti.go.jp//press/2021/02/20220226001/20220226001.html
93,2022年2月25日,萩生田大臣と英国トレビリアン国際貿易大臣が会談を行いました,https://www.meti.go.jp//press/2021/02/20220225003/20220225003.html
94,2022年2月24日,第28回アジア輸出管理セミナーが開催されました,https://www.meti.go.jp//press/2021/02/20220224003/20220224003.html
95,2022年2月18日,「貿易保険法の一部を改正する法律案」が閣議決定されました,https://www.meti.go.jp//press/2021/02/20220218004/20220218004.html
96,2022年2月10日,中華人民共和国産高重合度ポリエチレンテレフタレートに対する不当廉売関税の課税期間の延長に関する調査を開始します,https://www.meti.go.jp//press/2021/02/20220210001/20220210001.html
97,2022年2月9日,萩生田経済産業大臣は、フロア駐日欧州連合代表部大使と会談を行いました,https://www.meti.go.jp//press/2021/02/20220209001/20220209001.html
98,2022年2月9日,萩生田経済産業大臣がエマニュエル次期駐日米国大使の表敬を受けました,https://www.meti.go.jp//press/2021/02/20220209002/20220209002.html
99,2022年2月8日,鉄鋼及びアルミニウム産業に関する共同声明を発表しました,https://www.meti.go.jp//press/2021/02/20220208004/20220208004.html
100,2022年2月4日,安全保障貿易に係る機微技術管理ガイダンス（大学・研究機関用）を改訂しました,https://www.meti.go.jp//press/2021/02/20220204002/20220204002.html
101,2022年1月21日,萩生田経済産業大臣がWTO非公式閣僚会合（テレビ会議）に出席しました,https://www.meti.go.jp//press/2021/01/20220121003/20220121003.html
102,2022年1月21日,細田経済産業副大臣がWTO関連（オタワグループ）閣僚級会合（テレビ会議）に出席しました,https://www.meti.go.jp//press/2021/01/20220120009/20220120009.html
103,2022年1月18日,マレーシアについても地域的な包括的経済連携（RCEP）協定が発効します,https://www.meti.go.jp//press/2021/01/20220118002/20220118002.html
104,2022年1月14日,萩生田経済産業大臣がインドネシア、シンガポール、タイへ出張しました,https://www.meti.go.jp//press/2021/01/20220113003/20220113003.html
105,2022年1月10日,アジア未来投資イニシアティブを発表しました,https://www.meti.go.jp//press/2021/01/20220110001/20220110001.html
106,2021年12月27日,第15回 日中省エネルギー・環境総合フォーラムを開催しました（結果概要）,https://www.meti.go.jp//press/2021/12/20211227003/20211227003.html
107,2021年12月16日,細田経済産業副大臣がWTO関連（オタワグループ）閣僚級会合（テレビ会議）に出席しました,https://www.meti.go.jp//press/2021/12/20211216003/20211216003.html
108,2021年12月16日,テクノロジーカンファレンス「Web Summit Tokyo」の中止について,https://www.meti.go.jp//press/2021/12/20211216001/20211216001.html
109,2021年12月14日,WTO開発のための投資円滑化に関する共同声明が発出されました,https://www.meti.go.jp//press/2021/12/20211214002/20211214002.html
110,2021年12月14日,WTO電子商取引交渉の共同議長国閣僚声明を発表しました,https://www.meti.go.jp//press/2021/12/20211214001/20211214001.html
111,2021年12月10日,進出先国税制および税務ガバナンスに係る情報提供オンラインセミナーを開催します,https://www.meti.go.jp//press/2021/12/20211210003/20211210003.html
112,2021年12月9日,第2回日アフリカ官民経済フォーラム分科会を開催しました,https://www.meti.go.jp//press/2021/12/20211209002/20211209002.html
113,2021年12月9日,「第12回クリティカルマテリアル・ミネラル会合」を開催しました,https://www.meti.go.jp//press/2021/12/20211209001/20211209001.html
114,2021年12月6日,WTO貿易と環境持続可能性に関する閣僚声明が発出されました,https://www.meti.go.jp//press/2021/12/20211206005/20211206005.html
115,2021年12月6日,韓国との間でも地域的な包括的経済連携（RCEP）協定が発効します,https://www.meti.go.jp//press/2021/12/20211206004/20211206004.html
116,2021年12月3日,WTOサービス国内規制交渉の妥結に関する宣言が発出されました,https://www.meti.go.jp//press/2021/12/20211203006/20211203006.html
117,2021年11月30日,萩生田経済産業大臣が三極貿易大臣会合に出席し、共同声明を発出しました,https://www.meti.go.jp//press/2021/11/20211130003/20211130003.html
118,2021年11月29日,SCRI×J-Bridgeタイアップイベントを開催しました。,https://www.meti.go.jp//press/2021/11/20211129003/20211129003.html
119,2021年11月25日,萩生田経済産業大臣が日越投資カンファレンスに出席するとともに、ベトナムのチン首相及びジエン商工大臣と会談しました,https://www.meti.go.jp//press/2021/11/20211125005/20211125005.html
120,2021年11月25日,萩生田経済産業大臣は、ブルトン欧州委員（域内市場担当）との間でTV会談を行いました,https://www.meti.go.jp//press/2021/11/20211125002/20211125002.html
121,2021年11月24日,石井経済産業副大臣が第3回日本・太平洋島嶼国経済フォーラムに出席しました,https://www.meti.go.jp//press/2021/11/20211124004/20211124004.html
122,2021年11月24日,石井経済産業副大臣がコフォ・デンマーク王国外務大臣と会談を行いました。,https://www.meti.go.jp//press/2021/11/20211124002/20211124002.html
123,2021年11月22日,萩生田大臣はオコンジョ＝イウェアラWTO事務局長とTV会談を行いました,https://www.meti.go.jp//press/2021/11/20211122006/20211122006.html
124,2021年11月22日,G7知財庁はパンデミック後の経済回復を支援します,https://www.meti.go.jp//press/2021/11/20211122003/20211122003.html
125,2021年11月22日,日米クリーンエネルギーパートナーシップ（JUCEP）　ツールキット説明会を実施しました,https://www.meti.go.jp//press/2021/11/20211122005/20211122005.html
126,2021年11月18日,萩生田経済産業大臣は、ドンブロフスキス欧州委員会上級副委員長（人々のための経済担当）兼貿易担当欧州委員との間でTV会談を行いました,https://www.meti.go.jp//press/2021/11/20211118003/20211118003.html
127,2021年11月17日,日米通商協力枠組みを立ち上げました,https://www.meti.go.jp//press/2021/11/20211117007/20211117007.html
128,2021年11月17日,萩生田経済産業大臣がタイ米国通商代表と会談を行いました,https://www.meti.go.jp//press/2021/11/20211117006/20211117006.html
129,2021年11月17日,日米EU三極貿易大臣会合について共同声明を公表しました,https://www.meti.go.jp//press/2021/11/20211117005/20211117005.html
130,2021年11月17日,水際措置に係る申請手続きシステムの運用を開始します,https://www.meti.go.jp//press/2021/11/20211117004/20211117004.html
131,2021年11月17日,「貿易保険の在り方に関する懇談会（第2期）」第4回会合を開催します,https://www.meti.go.jp//press/2021/11/20211117002/20211117002.html
132,2021年11月15日,萩生田経済産業大臣が豪州・ティーハン貿易・観光・投資大臣とTV会談を行いました,https://www.meti.go.jp//press/2021/11/20211115008/20211115008.html
133,2021年11月15日,萩生田経済産業大臣がレモンド米国商務長官と会談を行いました,https://www.meti.go.jp//press/2021/11/20211115007/20211115007.html
134,2021年11月15日,「第15回日中省エネルギー・環境総合フォーラム」を開催します,https://www.meti.go.jp//press/2021/11/20211115006/20211115006.html
135,2021年11月15日,細田経済産業副大臣がチリ共和国・ジョベット　エネルギー大臣兼鉱業大臣の表敬を受けました,https://www.meti.go.jp//press/2021/11/20211115004/20211115004.html
136,2021年11月12日,SCRI×J-Bridgeタイアップイベントを開催します,https://www.meti.go.jp//press/2021/11/20211112001/20211112001.html
137,2021年11月11日,岸田総理大臣がAPECビジネス諮問委員会(ABAC)の「APEC首脳への提言」を受け取りました,https://www.meti.go.jp//press/2021/11/20211111005/20211111005.html
138,2021年11月9日,萩生田経済産業大臣がシンガポール・ガン貿易産業大臣とTV会談を行いました,https://www.meti.go.jp//press/2021/11/20211109003/20211109003.html
139,2021年11月9日,細田経済産業副大臣がAPEC閣僚会議（セッション2）に参加しました,https://www.meti.go.jp//press/2021/11/20211109002/20211109002.html
140,2021年11月8日,萩生田経済産業大臣がAPEC閣僚会議（セッション1）に参加しました,https://www.meti.go.jp//press/2021/11/20211108003/20211108003.html
141,2021年11月5日,萩生田経済産業大臣がレモンド米国商務長官と電話会談を行いました,https://www.meti.go.jp//press/2021/11/20211105008/20211105008.html
142,2021年11月5日,岩田経済産業大臣政務官が日・EUビジネス・ラウンドテーブル年次会合に出席しました,https://www.meti.go.jp//press/2021/11/20211105006/20211105006.html
143,2021年11月4日,萩生田経済産業大臣はタイ米国通商代表とTV会談を行いました,https://www.meti.go.jp//press/2021/11/20211104005/20211104005.html
144,2021年11月3日,地域的な包括的経済連携（RCEP）協定が1月1日に発効します,https://www.meti.go.jp//press/2021/11/20211104004/20211104004.html
145,2021年10月27日,第14回日中韓文化コンテンツ産業フォーラムが開催され、共同声明が発出されました,https://www.meti.go.jp//press/2021/10/20211027001/20211027001.html
146,2021年10月22日,萩生田経済産業大臣及び石井経済産業副大臣がG7貿易大臣会合に出席しました,https://www.meti.go.jp//press/2021/10/20211022008/20211022008.html
147,2021年10月22日,第2回日アフリカ官民経済フォーラムを開催します,https://www.meti.go.jp//press/2021/10/20211022002/20211022002.html
148,2021年10月14日,広瀬経済産業審議官が2021年OECD閣僚理事会及びWTO非公式閣僚会合に参加しました,https://www.meti.go.jp//press/2021/10/20211014003/20211014003.html
149,2021年10月13日,G20貿易・投資大臣会合が開催されました,https://www.meti.go.jp//press/2021/10/20211013001/20211013001.html
150,2021年10月11日,吉川経済産業大臣政務官がAPEC中小企業大臣会合（テレビ会議）に参加しました,https://www.meti.go.jp//press/2021/10/20211011003/20211011003.html
151,2021年10月5日,重要鉱物資源等の安定供給確保のためのコア業種の追加に関する外国為替及び外国貿易法関連告示を改正しました,https://www.meti.go.jp//press/2021/10/20211005005/20211005005.html
152,2021年10月4日,鉄鋼の過剰生産能力に関するグローバル・フォーラム閣僚会合が開催されました,https://www.meti.go.jp//press/2021/10/20211004002/20211004002.html
153,2021年9月29日,インド高速鉄道に関する第13回合同委員会が開催されました,https://www.meti.go.jp//press/2021/09/20210929002/20210929002.html
154,2021年9月28日,インド工科大学ハイデラバード校における企業説明会「JAPAN DAY 2021」を開催しました,https://www.meti.go.jp//press/2021/09/20210928005/20210928005.html
155,2021年9月28日,梶山経済産業大臣は、ブルトン欧州委員（域内市場担当）と会談を行いました,https://www.meti.go.jp//press/2021/09/20210928004/20210928004.html
156,2021年9月28日,中国による日本製ステンレス製品に対するアンチ・ダンピング措置についてWTO協定に基づくパネルが設置されました,https://www.meti.go.jp//press/2021/09/20210928001/20210928001.html
157,2021年9月17日,外国ユーザーリストを改正しました,https://www.meti.go.jp//press/2021/09/20210917001/20210917001.html
158,2021年9月15日,第9回東アジア経済大臣会合が開催されました,https://www.meti.go.jp//press/2021/09/20210915005/20210915005.html
159,2021年9月15日,第27回日ASEAN経済大臣会合が開催されました,https://www.meti.go.jp//press/2021/09/20210915003/20210915003.html
160,2021年9月13日,ASEAN関連経済大臣会合が開催されました,https://www.meti.go.jp//press/2021/09/20210913005/20210913005.html
161,2021年9月9日,長坂副大臣がスチュワート英国輸出担当大臣とTV会談を行いました。,https://www.meti.go.jp//press/2021/09/20210909001/20210909001.html
162,2021年9月8日,第2回サプライチェーン強靭化フォーラムを開催します,https://www.meti.go.jp//press/2021/09/20210908001/20210908001.html
163,2021年9月6日,江島経済産業副大臣がトルクメニスタンに出張しました,https://www.meti.go.jp//press/2021/09/20210906003/20210906003.html
164,2021年9月6日,宗清経済産業大臣政務官がスキンナリ・フィンランド共和国開発協力・外国貿易大臣と会談を行いました,https://www.meti.go.jp//press/2021/09/20210906001/20210906001.html
165,2021年9月3日,東方経済フォーラムの開催において梶山経済産業大臣兼ロシア経済分野協力担当大臣はシュリギノフ・ロシアエネルギー大臣とTV会談を行い、共同声明に署名をしました,https://www.meti.go.jp//press/2021/09/20210903002/20210903002.html
